CustomerID,Gender,Age,City,JoinDate,Segment
129,Male,49,Bangalore,2022-04-14,Loyal
130,Male,38,Mumbai,2020-04-28,Loyal
131,Other,63,Bangalore,2022-05-09,Regular
132,Male,22,Kolkata,2021-08-11,Loyal
133,Female,23,Hyderabad,2023-09-21,New
134,Other,55,Mumbai,2023-05-02,New
135,Other,39,Bangalore,2021-08-01,Regular
136,Other,35,Bangalore,2019-01-22,Regular
137,Other,31,Delhi,2023-07-29,New
138,Female,27,Chennai,2021-03-07,Loyal
139,Other,63,Mumbai,2023-07-19,Regular
140,Other,30,Delhi,2019-12-17,Regular
141,Male,48,Hyderabad,2019-03-02,Loyal
142,Other,47,Chennai,2021-12-10,Regular
143,Female,20,Mumbai,2023-09-05,Loyal
144,Female,47,Bangalore,2019-01-20,Loyal
145,Female,23,Mumbai,2018-02-25,Loyal
146,Female,46,Bangalore,2018-04-16,Loyal
147,Other,25,Chennai,2019-11-01,Loyal
148,Other,61,Bangalore,2019-01-11,New
149,Female,62,Hyderabad,2020-01-13,Loyal
150,Female,60,Kolkata,2020-08-24,New
151,Other,61,Bangalore,2018-11-04,Loyal
152,Female,50,Hyderabad,2023-11-09,Regular
153,Male,34,Kolkata,2020-03-12,New
154,Female,65,Chennai,2018-04-20,Regular
155,Female,28,Chennai,2022-07-23,Loyal
156,Male,30,Mumbai,2018-12-06,Loyal
157,Male,67,Hyderabad,2022-05-08,Regular
158,Other,28,Hyderabad,2020-09-05,Loyal
159,Other,48,Delhi,2023-03-31,Regular
160,Male,45,Delhi,2018-06-17,Loyal
161,Male,61,Kolkata,2019-07-11,Loyal
162,Other,23,Kolkata,2020-06-23,New
163,Female,58,Delhi,2018-04-15,Regular
164,Male,33,Kolkata,2023-08-10,Loyal
165,Other,21,Bangalore,2018-05-26,Regular
166,Female,52,Delhi,2020-05-23,New
167,Male,65,Hyderabad,2018-10-26,Regular
168,Female,43,Bangalore,2022-10-03,New
169,Other,29,Kolkata,2019-10-08,Regular
170,Male,28,Chennai,2019-09-30,Regular
171,Female,54,Mumbai,2020-02-23,New
172,Male,42,Delhi,2020-06-15,Loyal
173,Female,35,Chennai,2019-01-06,Loyal
174,Other,36,Kolkata,2019-05-02,Loyal
175,Other,40,Hyderabad,2023-07-31,Regular
176,Male,55,Mumbai,2021-09-22,Regular
177,Female,35,Chennai,2018-07-11,Loyal
178,Male,43,Mumbai,2019-12-31,Regular
179,Male,23,Delhi,2020-08-14,Regular
180,Female,21,Kolkata,2019-01-16,Loyal
181,Female,61,Hyderabad,2020-03-08,New
182,Female,68,Kolkata,2018-08-27,Regular
183,Other,46,Mumbai,2021-01-10,Regular
184,Male,51,Chennai,2021-10-18,Regular
185,Male,34,Delhi,2022-03-08,Regular
186,Other,60,Delhi,2022-07-26,New
187,Female,60,Kolkata,2018-02-06,Loyal
188,Other,33,Chennai,2023-06-20,Regular
189,Other,19,Chennai,2021-11-26,Loyal
190,Other,51,Mumbai,2022-01-30,Regular
191,Male,25,Kolkata,2021-05-09,New
192,Other,30,Kolkata,2023-07-16,Loyal
193,Male,59,Bangalore,2020-04-12,New
194,Male,25,Kolkata,2019-08-20,Regular
195,Male,47,Delhi,2019-12-01,New
196,Female,49,Mumbai,2022-07-05,New
197,Male,53,Chennai,2023-07-12,Regular
198,Male,64,Kolkata,2019-03-17,Regular
199,Female,47,Mumbai,2023-02-04,Loyal
200,Male,18,Kolkata,2022-06-29,Regular
201,Other,60,Chennai,2022-03-10,Loyal
202,Other,56,Hyderabad,2020-12-30,New
203,Male,34,Chennai,2019-07-22,New
204,Female,37,Chennai,2018-08-24,Loyal
205,Other,41,Chennai,2021-07-28,Regular
206,Female,67,Kolkata,2021-03-31,Regular
207,Female,39,Bangalore,2020-10-29,New
208,Other,46,Chennai,2023-10-09,Loyal
209,Female,39,Delhi,2023-01-15,New
210,Other,61,Delhi,2018-08-13,New
211,Female,26,Mumbai,2023-01-17,Regular
212,Other,54,Bangalore,2019-08-05,Loyal
213,Male,27,Mumbai,2018-06-18,New
214,Other,53,Delhi,2022-01-05,Regular
215,Other,54,Delhi,2018-01-14,New
216,Other,45,Hyderabad,2021-12-14,New
217,Other,45,Chennai,2023-02-14,Regular
218,Female,59,Delhi,2022-03-24,Regular
219,Male,60,Kolkata,2022-08-17,Loyal
220,Other,38,Kolkata,2022-04-21,New
221,Female,41,Mumbai,2020-11-17,Loyal
222,Male,59,Mumbai,2022-09-28,Regular
223,Male,57,Chennai,2019-03-22,Regular
224,Male,19,Chennai,2019-12-17,New
225,Male,25,Hyderabad,2020-03-29,Loyal
226,Other,65,Bangalore,2023-11-22,Loyal
227,Other,44,Mumbai,2019-03-02,New
228,Female,39,Chennai,2021-01-29,New
229,Female,54,Mumbai,2022-04-14,Loyal
230,Female,44,Chennai,2020-04-29,Regular
231,Male,46,Delhi,2022-03-26,Regular
232,Male,20,Mumbai,2021-02-03,New
233,Other,61,Delhi,2022-08-30,Loyal
234,Male,30,Mumbai,2023-06-25,Loyal
235,Male,62,Bangalore,2018-10-04,Loyal
236,Male,27,Hyderabad,2022-12-12,Regular
237,Female,53,Kolkata,2023-04-24,Regular
238,Female,26,Kolkata,2023-11-23,Loyal
239,Other,44,Kolkata,2019-06-30,Loyal
240,Male,51,Delhi,2018-04-20,New
241,Male,68,Chennai,2019-06-29,New
242,Other,18,Kolkata,2020-01-13,Loyal
243,Male,49,Bangalore,2021-07-13,Loyal
244,Male,42,Kolkata,2023-02-19,Regular
245,Female,46,Mumbai,2020-12-24,Loyal
246,Other,24,Delhi,2018-11-29,New
247,Other,66,Mumbai,2022-03-17,Regular
248,Other,20,Mumbai,2021-03-02,New
249,Other,37,Mumbai,2019-08-15,New
250,Female,37,Hyderabad,2020-02-22,Regular
251,Female,47,Hyderabad,2019-06-24,New
252,Male,52,Chennai,2022-04-08,Loyal
253,Male,52,Delhi,2022-02-28,New
254,Male,66,Bangalore,2019-09-11,Regular
255,Male,56,Bangalore,2023-01-08,Regular
256,Female,44,Bangalore,2020-09-18,Regular
257,Other,43,Mumbai,2023-11-17,New
258,Female,31,Hyderabad,2023-12-11,Loyal
259,Male,34,Delhi,2022-06-05,Regular
260,Female,35,Mumbai,2022-02-27,Loyal
261,Other,62,Hyderabad,2019-06-06,Regular
262,Other,69,Hyderabad,2020-07-05,Loyal
263,Female,46,Kolkata,2019-12-18,Loyal
264,Female,37,Kolkata,2023-04-21,Loyal
265,Female,44,Delhi,2019-07-14,Regular
266,Male,35,Delhi,2020-08-26,New
267,Female,21,Delhi,2020-12-13,New
268,Female,18,Mumbai,2020-06-08,New
269,Female,67,Chennai,2020-03-03,Loyal
270,Other,18,Delhi,2020-09-08,Regular
271,Other,43,Kolkata,2020-03-12,Loyal
272,Male,62,Chennai,2018-02-12,Regular
273,Male,37,Mumbai,2022-05-29,Loyal
274,Other,69,Chennai,2022-11-13,Regular
275,Other,40,Bangalore,2018-12-16,Regular
276,Other,27,Chennai,2022-04-17,Regular
277,Female,28,Delhi,2021-02-03,Loyal
278,Female,58,Mumbai,2023-08-11,New
279,Other,58,Delhi,2022-11-16,Loyal
280,Female,22,Kolkata,2019-08-07,Loyal
281,Female,18,Bangalore,2019-03-08,Regular
282,Male,34,Kolkata,2023-04-17,Regular
283,Other,39,Delhi,2023-10-02,New
284,Other,51,Delhi,2021-09-10,New
285,Female,62,Delhi,2023-07-24,Regular
286,Other,58,Hyderabad,2021-04-04,New
287,Male,46,Bangalore,2021-03-08,New
288,Male,21,Delhi,2018-10-26,Regular
289,Male,22,Delhi,2023-04-24,Loyal
290,Other,28,Kolkata,2020-02-28,New
291,Other,68,Kolkata,2020-04-29,Regular
292,Other,38,Delhi,2021-10-09,New
293,Other,52,Mumbai,2021-03-23,New
294,Other,29,Hyderabad,2023-05-04,Regular
295,Male,43,Kolkata,2020-05-27,New
296,Female,68,Mumbai,2021-02-12,New
297,Male,36,Hyderabad,2022-04-27,New
298,Other,62,Delhi,2022-07-05,Loyal
299,Male,24,Bangalore,2023-03-19,Loyal
300,Other,64,Chennai,2021-10-14,New
301,Other,24,Chennai,2018-05-25,Regular
302,Male,43,Delhi,2021-04-17,New
303,Other,57,Kolkata,2023-02-05,New
304,Female,22,Mumbai,2023-01-29,Loyal
305,Other,38,Bangalore,2023-02-10,Loyal
306,Female,31,Hyderabad,2021-01-03,Loyal
307,Female,21,Delhi,2021-02-25,New
308,Other,40,Bangalore,2022-10-01,New
309,Male,59,Bangalore,2019-07-22,Regular
310,Female,37,Kolkata,2022-12-19,New
311,Male,32,Hyderabad,2019-06-15,New
312,Female,67,Bangalore,2022-04-11,Loyal
313,Other,69,Kolkata,2019-11-12,Loyal
314,Other,62,Mumbai,2023-09-02,Loyal
315,Female,46,Kolkata,2020-12-06,Loyal
316,Other,25,Mumbai,2019-12-30,Loyal
317,Female,58,Mumbai,2022-09-26,Regular
318,Other,65,Bangalore,2019-10-30,Regular
319,Male,36,Kolkata,2022-06-01,Regular
320,Other,65,Mumbai,2019-11-12,Loyal
321,Male,56,Hyderabad,2020-08-30,Loyal
322,Other,63,Bangalore,2023-11-03,Loyal
323,Male,45,Kolkata,2020-04-06,Regular
324,Other,63,Kolkata,2018-10-24,Loyal
325,Male,44,Chennai,2021-06-07,Regular
326,Female,21,Kolkata,2023-11-23,Loyal
327,Female,32,Bangalore,2022-09-25,New
328,Male,52,Hyderabad,2023-07-18,Regular
329,Other,54,Kolkata,2018-11-26,New
330,Male,18,Chennai,2021-03-01,Regular
331,Other,20,Bangalore,2023-03-06,Loyal
332,Female,64,Mumbai,2019-01-17,Loyal
333,Other,41,Delhi,2023-12-26,New
334,Female,44,Delhi,2020-04-22,Loyal
335,Other,57,Mumbai,2019-01-31,Regular
336,Other,53,Kolkata,2019-03-26,Loyal
337,Other,51,Delhi,2021-09-16,Loyal
338,Male,46,Delhi,2023-06-10,Regular
339,Male,41,Mumbai,2021-08-01,New
340,Female,41,Kolkata,2021-07-21,New
341,Female,59,Kolkata,2023-08-30,Loyal
342,Male,21,Mumbai,2021-07-17,Regular
343,Female,20,Kolkata,2023-01-24,New
344,Male,51,Kolkata,2018-07-05,New
345,Other,66,Bangalore,2021-05-18,Loyal
346,Female,40,Bangalore,2021-12-08,Regular
347,Female,69,Mumbai,2018-09-10,New
348,Male,40,Hyderabad,2018-01-19,Loyal
349,Female,62,Delhi,2021-03-05,Loyal
350,Female,22,Bangalore,2018-08-11,Loyal
351,Other,48,Delhi,2018-01-03,Loyal
352,Female,58,Chennai,2021-06-13,New
353,Other,23,Mumbai,2020-05-03,Regular
354,Male,54,Hyderabad,2022-01-28,Loyal
355,Female,27,Chennai,2018-08-16,Loyal
356,Other,57,Chennai,2022-08-05,New
357,Male,24,Kolkata,2019-05-14,Loyal
358,Female,56,Chennai,2023-03-01,Loyal
359,Male,55,Mumbai,2023-07-09,Regular
360,Female,38,Bangalore,2021-03-08,Loyal
361,Male,37,Mumbai,2021-07-23,New
362,Male,20,Bangalore,2020-12-12,Regular
363,Other,68,Chennai,2019-12-16,New
364,Male,39,Chennai,2020-08-05,Regular
365,Female,64,Hyderabad,2020-05-19,Regular
366,Female,21,Bangalore,2020-12-06,Loyal
367,Other,45,Chennai,2018-04-04,Loyal
368,Female,29,Kolkata,2019-07-14,Loyal
369,Female,55,Delhi,2022-11-11,New
370,Female,68,Hyderabad,2019-03-12,Loyal
371,Male,53,Mumbai,2020-05-01,Loyal
372,Male,64,Hyderabad,2018-07-24,Regular
373,Female,58,Delhi,2021-01-04,Loyal
374,Other,22,Bangalore,2018-03-18,Loyal
375,Male,30,Mumbai,2020-03-26,Loyal
376,Other,40,Mumbai,2020-02-07,Loyal
377,Female,67,Bangalore,2018-04-16,Regular
378,Female,47,Hyderabad,2023-11-06,Loyal
379,Male,54,Chennai,2022-10-13,Regular
380,Female,42,Hyderabad,2022-01-05,New
381,Male,65,Delhi,2018-09-02,Loyal
382,Female,44,Kolkata,2021-11-06,Loyal
383,Female,68,Chennai,2020-09-08,Loyal
384,Male,31,Hyderabad,2022-10-03,Regular
385,Male,65,Kolkata,2018-05-22,Loyal
386,Male,64,Kolkata,2020-06-11,Loyal
387,Female,53,Bangalore,2021-10-23,New
388,Female,56,Delhi,2019-06-29,Regular
389,Other,33,Delhi,2022-01-09,Regular
390,Male,39,Delhi,2020-02-02,New
391,Female,38,Chennai,2019-09-16,Regular
392,Female,38,Mumbai,2019-10-18,Loyal
393,Male,25,Chennai,2021-06-01,Loyal
394,Other,66,Hyderabad,2018-02-12,New
395,Male,33,Kolkata,2020-10-23,Regular
396,Other,48,Kolkata,2022-07-19,Regular
397,Female,59,Mumbai,2021-07-15,Regular
398,Other,27,Hyderabad,2019-08-19,New
399,Female,49,Mumbai,2020-10-09,Loyal
400,Male,51,Kolkata,2023-10-12,New
401,Male,26,Chennai,2020-08-15,Loyal
402,Male,34,Delhi,2019-07-15,New
403,Other,28,Kolkata,2021-08-23,Loyal
404,Female,49,Bangalore,2021-08-05,Regular
405,Male,27,Delhi,2022-12-27,Regular
406,Male,39,Kolkata,2022-03-31,Regular
407,Female,34,Chennai,2020-04-29,New
408,Male,21,Mumbai,2021-07-02,New
409,Female,65,Delhi,2022-03-14,New
410,Female,69,Chennai,2022-12-20,Regular
411,Female,64,Hyderabad,2022-10-08,Loyal
412,Female,42,Bangalore,2019-08-29,Regular
413,Female,38,Delhi,2022-01-26,Regular
414,Other,54,Mumbai,2021-07-18,Loyal
415,Male,55,Hyderabad,2020-01-16,Loyal
416,Other,66,Chennai,2019-07-12,Loyal
417,Male,18,Bangalore,2023-10-13,Loyal
418,Other,42,Mumbai,2020-07-30,Regular
419,Female,68,Chennai,2021-06-23,New
420,Male,53,Chennai,2020-07-28,Regular
421,Male,34,Delhi,2022-05-30,Loyal
422,Other,58,Delhi,2022-09-22,New
423,Other,41,Mumbai,2020-09-11,New
424,Male,19,Kolkata,2022-05-07,Regular
425,Other,57,Kolkata,2021-08-29,Regular
426,Other,32,Chennai,2023-02-18,Regular
427,Other,49,Delhi,2019-10-24,New
428,Female,56,Bangalore,2018-02-02,New
429,Female,23,Bangalore,2022-12-22,New
430,Other,18,Chennai,2023-10-22,Loyal
431,Other,64,Delhi,2023-03-05,Loyal
432,Female,40,Mumbai,2021-03-02,Regular
433,Female,56,Mumbai,2018-03-02,New
434,Male,34,Mumbai,2022-03-24,Regular
435,Male,51,Bangalore,2018-09-29,New
436,Female,58,Delhi,2021-04-14,Regular
437,Other,46,Delhi,2022-12-12,Loyal
438,Other,26,Bangalore,2021-02-28,New
439,Other,30,Mumbai,2021-01-30,Loyal
440,Other,23,Mumbai,2018-11-06,New
441,Male,23,Chennai,2021-08-08,Regular
442,Female,37,Kolkata,2022-10-12,New
443,Other,69,Hyderabad,2018-12-04,Loyal
444,Male,20,Kolkata,2018-01-10,New
445,Other,34,Delhi,2018-02-18,Regular
446,Female,66,Delhi,2022-02-19,New
447,Male,29,Delhi,2021-09-06,Loyal
448,Female,65,Kolkata,2020-01-01,Regular
449,Female,64,Hyderabad,2020-03-05,Loyal
450,Male,62,Chennai,2022-07-07,New
451,Male,18,Kolkata,2018-05-13,Loyal
452,Male,34,Hyderabad,2023-11-01,New
453,Male,20,Mumbai,2023-10-06,Regular
454,Male,43,Mumbai,2019-01-11,Loyal
455,Male,32,Delhi,2018-09-28,Loyal
456,Male,53,Bangalore,2022-02-15,New
457,Other,49,Delhi,2023-11-29,Loyal
458,Female,49,Bangalore,2018-03-17,Loyal
459,Male,21,Hyderabad,2023-05-11,Regular
460,Other,35,Mumbai,2022-07-25,New
461,Other,66,Kolkata,2018-11-25,New
462,Other,36,Bangalore,2023-12-10,Regular
463,Female,60,Hyderabad,2018-02-10,Regular
464,Male,69,Mumbai,2021-04-05,New
465,Other,52,Kolkata,2023-08-19,Regular
466,Female,57,Bangalore,2018-01-13,Regular
467,Female,31,Delhi,2020-07-12,Regular
468,Female,50,Delhi,2023-01-17,New
469,Other,31,Delhi,2021-05-17,Regular
470,Male,51,Hyderabad,2021-04-29,Loyal
471,Other,21,Delhi,2019-10-15,Loyal
472,Other,41,Chennai,2022-08-31,New
473,Male,46,Mumbai,2019-09-13,Regular
474,Male,36,Hyderabad,2023-05-17,Loyal
475,Male,23,Kolkata,2022-07-04,New
476,Female,50,Delhi,2019-02-21,Loyal
477,Male,66,Mumbai,2019-10-26,Regular
478,Other,57,Bangalore,2022-11-14,New
479,Male,36,Delhi,2021-10-11,Loyal
480,Other,18,Mumbai,2018-05-28,New
481,Female,22,Chennai,2023-08-08,Loyal
482,Other,44,Bangalore,2021-10-20,Loyal
483,Other,33,Chennai,2022-09-22,Regular
484,Male,23,Kolkata,2019-02-06,Regular
485,Male,57,Mumbai,2022-02-24,Loyal
486,Other,30,Chennai,2023-07-25,New
487,Male,65,Kolkata,2018-08-17,New
488,Female,52,Mumbai,2022-05-18,Regular
489,Female,36,Mumbai,2018-09-25,Loyal
490,Male,29,Chennai,2021-11-29,Regular
491,Female,33,Mumbai,2022-12-22,Loyal
492,Male,60,Delhi,2020-10-31,Loyal
493,Other,27,Mumbai,2021-09-05,Regular
494,Other,42,Hyderabad,2018-05-06,New
495,Female,37,Kolkata,2022-09-22,Regular
496,Male,48,Mumbai,2021-01-17,Loyal
497,Male,21,Hyderabad,2021-10-07,Regular
498,Female,61,Mumbai,2019-11-20,New
499,Other,40,Mumbai,2021-07-04,New
500,Female,19,Chennai,2021-05-17,Loyal
501,Other,39,Delhi,2018-10-08,Regular
502,Male,68,Kolkata,2019-03-19,New
503,Other,54,Delhi,2023-02-07,Regular
504,Female,25,Bangalore,2020-04-16,New
505,Male,24,Chennai,2019-01-24,Loyal
506,Female,31,Chennai,2019-09-09,Loyal
507,Female,20,Delhi,2018-05-27,Regular
508,Other,67,Chennai,2019-06-05,Loyal
509,Female,33,Delhi,2019-09-22,New
510,Other,36,Chennai,2018-10-16,Loyal
511,Male,68,Mumbai,2021-11-10,New
512,Other,35,Delhi,2018-01-14,New
513,Male,69,Delhi,2018-09-14,Loyal
514,Other,33,Hyderabad,2022-09-18,New
515,Female,25,Chennai,2021-11-24,New
516,Other,50,Chennai,2021-05-15,Regular
517,Other,66,Delhi,2020-05-07,Regular
518,Male,29,Mumbai,2021-04-10,Regular
519,Female,28,Mumbai,2019-04-09,Loyal
520,Other,22,Kolkata,2018-09-27,Regular
521,Female,44,Mumbai,2021-05-29,New
522,Other,29,Chennai,2021-04-21,Loyal
523,Other,34,Hyderabad,2018-03-13,Loyal
524,Female,23,Delhi,2021-07-30,Loyal
525,Other,50,Bangalore,2023-10-23,Loyal
526,Female,22,Hyderabad,2022-10-17,New
527,Other,45,Bangalore,2019-05-12,New
528,Male,31,Hyderabad,2020-09-14,Regular
529,Female,22,Mumbai,2020-06-28,Loyal
530,Other,50,Chennai,2019-01-08,Regular
531,Other,67,Bangalore,2018-12-28,New
532,Male,65,Hyderabad,2023-11-11,Loyal
533,Female,58,Chennai,2021-09-06,New
534,Other,36,Bangalore,2018-11-20,Regular
535,Male,39,Delhi,2019-07-29,New
536,Other,22,Hyderabad,2020-01-06,Loyal
537,Female,19,Delhi,2021-04-30,Loyal
538,Other,47,Mumbai,2022-08-23,Regular
539,Other,64,Delhi,2023-03-23,Loyal
540,Other,56,Delhi,2019-12-20,New
541,Other,21,Kolkata,2020-02-20,New
542,Male,50,Hyderabad,2020-10-16,New
543,Male,30,Mumbai,2021-11-04,New
544,Female,37,Delhi,2021-11-27,Regular
545,Male,24,Chennai,2019-10-26,New
546,Male,32,Bangalore,2022-11-08,Regular
547,Female,40,Delhi,2018-01-11,New
548,Male,31,Mumbai,2020-11-04,Regular
549,Male,40,Delhi,2019-08-08,New
550,Female,36,Bangalore,2020-12-11,New
551,Female,46,Mumbai,2021-10-06,Regular
552,Female,37,Hyderabad,2021-12-22,Loyal
553,Other,46,Mumbai,2023-01-29,Loyal
554,Other,41,Hyderabad,2022-11-25,Loyal
555,Female,35,Mumbai,2020-01-13,Regular
556,Female,27,Bangalore,2022-11-12,Loyal
557,Female,58,Bangalore,2018-07-23,Loyal
558,Other,25,Mumbai,2020-12-12,Regular
559,Other,43,Delhi,2020-08-31,Loyal
560,Male,46,Bangalore,2021-10-30,Loyal
561,Male,27,Hyderabad,2023-02-09,Loyal
562,Female,34,Hyderabad,2021-07-23,Regular
563,Other,19,Chennai,2020-11-20,Regular
564,Other,23,Kolkata,2021-03-04,Loyal
565,Other,22,Kolkata,2018-04-15,Loyal
566,Female,45,Kolkata,2018-09-10,Regular
567,Male,58,Hyderabad,2018-10-22,Loyal
568,Female,22,Chennai,2021-03-27,Regular
569,Male,35,Kolkata,2019-07-03,Loyal
570,Male,43,Kolkata,2022-11-13,Regular
571,Female,37,Mumbai,2018-10-26,New
572,Male,58,Mumbai,2022-10-15,New
573,Male,66,Mumbai,2023-01-18,Regular
574,Other,44,Delhi,2018-04-11,New
575,Male,66,Kolkata,2022-11-10,Loyal
576,Female,29,Delhi,2020-05-23,Regular
577,Female,24,Chennai,2018-04-02,Regular
578,Male,20,Hyderabad,2019-03-23,Loyal
579,Other,27,Kolkata,2018-04-19,Loyal
580,Other,51,Hyderabad,2018-11-13,Regular
581,Male,42,Mumbai,2023-01-10,Loyal
582,Male,52,Kolkata,2023-04-28,Regular
583,Female,33,Bangalore,2021-12-29,Loyal
584,Male,19,Delhi,2019-03-18,Regular
585,Other,41,Delhi,2021-05-30,Loyal
586,Male,27,Kolkata,2022-04-01,Loyal
587,Female,55,Mumbai,2018-10-05,New
588,Female,39,Delhi,2019-07-23,New
589,Female,43,Mumbai,2020-10-06,New
590,Female,60,Chennai,2020-04-18,Loyal
591,Female,56,Hyderabad,2022-05-27,Regular
592,Male,44,Bangalore,2018-01-30,Loyal
593,Male,46,Hyderabad,2023-04-27,New
