SaleID,ProductID,CustomerID,StoreID,Quantity,Discount,Date,UnitPrice,SalesAmount
52,129,1477,47,1,0.2,2021-08-03,377.92,302.34
53,107,1173,5,7,0.25,2020-08-18,311.04,1632.96
54,116,639,13,3,0.28,2020-04-20,163.42,352.99
55,124,1694,19,3,0.05,2020-03-21,484.48,1380.77
56,143,2839,19,7,0.19,2023-04-14,118.55,672.18
57,36,1062,47,8,0.17,2024-03-28,216.42,1437.03
58,47,2381,1,4,0.26,2024-05-22,318.6,943.06
59,182,2336,35,1,0.27,2024-09-17,78.13,57.03
60,32,1726,18,5,0.23,2024-02-23,84.8,326.48
61,186,1642,49,4,0.18,2022-01-03,284.16,932.04
62,174,1115,32,9,0.06,2021-08-06,175.82,1487.44
63,54,1890,32,3,0.08,2020-11-21,491.17,1355.63
64,161,161,8,4,0.18,2023-05-04,278.19,912.46
65,167,1426,11,3,0.04,2023-05-26,475.01,1368.03
66,23,1734,20,3,0.06,2022-01-29,457.91,1291.31
67,171,320,8,7,0.27,2022-05-06,68.38,349.42
68,183,2972,28,5,0.29,2023-07-24,423.0,1501.65
69,2,2412,21,5,0.0,2022-03-07,225.69,1128.45
70,194,2523,38,4,0.26,2024-01-21,97.35,288.16
71,166,766,38,8,0.28,2021-03-15,201.29,1159.43
72,157,602,6,1,0.16,2023-01-12,129.46,108.75
73,110,2360,2,9,0.13,2021-11-12,316.33,2476.86
74,124,1556,10,9,0.28,2023-01-12,484.48,3139.43
75,67,589,42,5,0.0,2020-12-10,253.81,1269.05
76,71,1244,9,1,0.25,2023-11-15,476.77,357.58
77,164,1698,3,2,0.09,2021-10-06,178.54,324.94
78,29,1521,2,2,0.19,2020-09-19,104.85,169.86
79,119,2391,36,6,0.1,2021-07-12,46.23,249.64
80,165,906,8,9,0.16,2024-08-18,452.56,3421.35
81,113,1651,9,3,0.24,2021-04-09,209.25,477.09
82,45,1118,26,8,0.05,2023-07-30,492.9,3746.04
83,16,1525,34,2,0.2,2024-01-29,200.6,320.96
84,31,172,48,5,0.27,2023-01-12,379.0,1383.35
85,162,626,30,4,0.27,2022-08-11,297.03,867.33
86,50,2046,38,5,0.27,2021-01-20,258.49,943.49
87,193,682,8,4,0.16,2020-08-24,122.43,411.36
88,122,1345,3,1,0.23,2021-10-23,487.25,375.18
89,190,1984,11,1,0.13,2021-06-13,373.99,325.37
90,171,311,25,6,0.14,2023-09-13,68.38,352.84
91,184,2962,5,8,0.09,2024-04-07,434.27,3161.49
92,15,1936,12,7,0.09,2022-03-09,20.5,130.58
93,176,2478,30,4,0.01,2023-11-07,185.31,733.83
94,49,2906,27,5,0.16,2021-10-22,297.49,1249.46
95,172,1986,43,8,0.09,2021-10-27,448.91,3268.06
96,10,1524,5,6,0.06,2024-01-06,482.99,2724.06
97,20,285,20,8,0.04,2021-05-06,493.51,3790.16
98,70,1284,21,6,0.1,2022-12-08,477.19,2576.83
99,8,2543,3,8,0.27,2020-05-02,491.7,2871.53
100,173,355,41,4,0.15,2022-05-05,302.96,1030.06
101,34,2262,50,2,0.17,2023-10-11,442.22,734.09
102,179,2865,44,3,0.02,2022-06-02,142.05,417.63
103,4,200,4,5,0.16,2024-04-20,362.39,1522.04
104,108,2901,24,4,0.2,2023-01-09,423.21,1354.27
105,167,2184,7,5,0.05,2023-12-20,475.01,2256.3
106,24,1914,24,1,0.3,2020-04-21,52.23,36.56
107,55,948,11,1,0.27,2020-08-26,498.15,363.65
108,26,2676,2,2,0.3,2020-12-19,194.55,272.37
109,25,917,44,2,0.11,2021-02-01,297.69,529.89
110,36,1365,41,8,0.25,2021-02-14,216.42,1298.52
111,71,1853,6,4,0.1,2022-04-02,476.77,1716.37
112,186,342,7,6,0.22,2020-06-25,284.16,1329.87
113,12,388,38,2,0.28,2023-02-14,306.95,442.01
114,129,4,18,1,0.05,2022-07-09,377.92,359.02
115,116,677,45,7,0.04,2020-07-18,163.42,1098.18
116,178,1663,9,4,0.03,2021-08-06,45.47,176.42
117,153,2447,28,4,0.24,2024-09-05,140.34,426.63
118,133,2459,19,2,0.2,2020-04-10,412.28,659.65
119,83,213,4,9,0.16,2021-04-12,491.01,3712.04
120,196,560,4,2,0.23,2020-10-24,448.82,691.18
121,6,558,13,5,0.25,2021-01-15,149.16,559.35
122,26,2606,28,6,0.28,2023-01-10,194.55,840.46
123,113,2550,11,3,0.06,2022-08-17,209.25,590.08
124,103,2692,2,3,0.13,2021-06-28,288.82,753.82
125,120,1995,6,6,0.28,2024-01-13,279.08,1205.63
126,183,2579,12,5,0.14,2021-07-04,423.0,1818.9
127,167,953,40,5,0.15,2022-06-20,475.01,2018.79
128,9,2835,37,5,0.28,2021-01-25,341.75,1230.3
129,45,475,24,9,0.22,2020-10-29,492.9,3460.16
130,14,1768,9,8,0.17,2023-02-03,215.45,1430.59
131,112,42,26,4,0.11,2021-08-01,376.55,1340.52
132,55,2652,4,6,0.27,2023-08-25,498.15,2181.9
133,137,2096,41,5,0.0,2023-12-13,164.73,823.65
134,15,1987,44,6,0.1,2023-02-02,20.5,110.7
135,37,728,4,8,0.28,2021-04-23,8.44,48.61
136,178,2269,49,6,0.15,2022-09-26,45.47,231.9
137,127,1645,34,6,0.19,2022-07-23,259.1,1259.23
138,117,940,22,2,0.16,2022-06-04,453.16,761.31
139,84,343,13,7,0.12,2021-10-15,128.87,793.84
140,72,2203,15,3,0.2,2022-02-26,481.99,1156.78
141,96,2986,40,7,0.23,2022-07-02,51.61,278.18
142,111,841,38,5,0.11,2020-05-02,402.72,1792.1
143,149,2028,41,4,0.18,2024-07-04,18.05,59.2
144,185,2435,43,1,0.02,2022-03-16,56.91,55.77
145,105,894,44,8,0.16,2024-08-28,327.48,2200.67
146,147,1933,2,2,0.22,2024-03-09,364.23,568.2
147,58,1339,2,8,0.18,2023-01-26,391.04,2565.22
148,95,38,43,7,0.26,2023-03-20,380.13,1969.07
149,118,1365,8,3,0.09,2024-09-20,340.0,928.2
150,6,851,38,7,0.15,2020-07-04,149.16,887.5
151,4,2777,18,1,0.03,2023-08-04,362.39,351.52
152,43,231,29,5,0.21,2020-03-19,208.46,823.42
153,93,2500,11,2,0.13,2023-10-27,320.94,558.44
154,42,1366,6,2,0.16,2022-01-02,498.88,838.12
155,3,2305,9,3,0.04,2021-04-30,302.55,871.34
156,129,2482,22,7,0.3,2024-07-05,377.92,1851.81
157,183,209,46,2,0.23,2021-12-20,423.0,651.42
158,15,1225,25,4,0.12,2024-04-28,20.5,72.16
159,47,2185,31,4,0.17,2023-06-07,318.6,1057.75
160,85,2613,21,1,0.19,2021-07-09,263.51,213.44
161,174,2904,38,7,0.29,2021-01-05,175.82,873.83
162,58,2769,19,4,0.23,2024-02-11,391.04,1204.4
163,199,2893,10,1,0.1,2024-05-23,420.1,378.09
164,39,2084,46,3,0.29,2021-01-07,88.3,188.08
165,131,1239,37,8,0.09,2024-03-19,168.48,1226.53
166,158,2075,12,4,0.17,2021-05-20,439.72,1459.87
167,35,2066,19,1,0.21,2021-04-18,162.41,128.3
168,185,630,2,7,0.08,2022-05-27,56.91,366.5
169,157,579,15,8,0.29,2023-02-21,129.46,735.33
170,178,903,38,5,0.06,2024-10-20,45.47,213.71
171,190,1850,8,9,0.13,2020-09-19,373.99,2928.34
172,52,1054,46,7,0.05,2021-12-09,339.47,2257.48
173,118,123,35,4,0.26,2023-10-10,340.0,1006.4
174,14,957,38,9,0.07,2021-07-17,215.45,1803.32
175,163,1001,43,6,0.01,2023-03-31,321.48,1909.59
176,156,987,30,8,0.01,2023-07-31,192.04,1520.96
177,186,1252,9,2,0.12,2024-02-15,284.16,500.12
178,30,338,30,5,0.16,2024-03-20,256.74,1078.31
179,90,991,49,3,0.01,2023-03-12,129.18,383.66
180,135,2321,19,5,0.03,2023-12-11,46.03,223.25
181,167,1461,29,8,0.03,2021-07-13,475.01,3686.08
182,95,902,2,6,0.2,2020-01-28,380.13,1824.62
183,69,2087,28,1,0.09,2022-11-17,385.43,350.74
184,163,2730,8,7,0.17,2023-10-28,321.48,1867.8
185,127,426,25,1,0.02,2021-08-13,259.1,253.92
186,52,2363,10,1,0.27,2021-12-25,339.47,247.81
187,142,614,22,4,0.09,2021-01-10,142.3,517.97
188,63,2803,35,9,0.23,2022-07-19,13.95,96.67
189,36,2205,42,8,0.25,2020-11-15,216.42,1298.52
190,91,872,24,3,0.3,2024-06-28,33.81,71.0
191,152,2825,26,6,0.22,2021-03-27,419.97,1965.46
192,168,2305,31,1,0.13,2020-01-27,385.61,335.48
193,157,2000,23,1,0.05,2022-07-29,129.46,122.99
194,53,1894,2,6,0.01,2022-10-30,273.02,1621.74
195,109,2903,39,5,0.27,2020-09-26,144.52,527.5
196,150,635,33,6,0.13,2021-11-17,493.7,2577.11
197,72,2504,24,9,0.22,2021-08-11,481.99,3383.57
198,15,2095,12,5,0.15,2021-11-23,20.5,87.12
199,113,2058,37,2,0.26,2022-04-13,209.25,309.69
200,69,2192,9,1,0.22,2021-03-09,385.43,300.64
201,116,1455,44,2,0.03,2020-10-25,163.42,317.03
202,192,487,43,8,0.23,2022-07-25,125.95,775.85
203,4,1897,44,1,0.08,2022-03-19,362.39,333.4
204,75,2639,3,6,0.23,2023-08-19,287.18,1326.77
205,146,1456,44,5,0.28,2020-02-14,70.93,255.35
206,42,2947,23,9,0.28,2022-10-06,498.88,3232.74
207,30,207,24,4,0.04,2023-01-21,256.74,985.88
208,143,1625,33,5,0.02,2020-03-05,118.55,580.9
209,70,2958,30,5,0.23,2024-04-01,477.19,1837.18
210,183,1526,38,2,0.21,2020-06-20,423.0,668.34
211,181,1483,43,2,0.05,2022-12-16,267.98,509.16
212,16,259,2,9,0.21,2024-03-13,200.6,1426.27
213,111,1353,40,3,0.0,2022-01-26,402.72,1208.16
214,104,454,22,6,0.19,2020-07-29,411.22,1998.53
215,107,799,11,4,0.25,2022-03-11,311.04,933.12
216,123,375,12,4,0.19,2024-05-17,369.83,1198.25
217,162,2512,19,5,0.02,2024-01-15,297.03,1455.45
218,27,75,20,5,0.3,2020-09-07,362.26,1267.91
219,13,242,9,7,0.11,2024-03-02,198.58,1237.15
220,155,1041,43,7,0.11,2023-04-19,294.65,1835.67
221,73,1713,18,1,0.03,2022-07-10,99.5,96.52
222,197,123,41,6,0.05,2020-12-09,409.45,2333.86
223,86,2003,47,4,0.08,2020-11-22,231.35,851.37
224,31,2159,18,2,0.24,2022-07-27,379.0,576.08
225,3,2282,40,6,0.21,2021-11-23,302.55,1434.09
226,30,497,36,7,0.18,2023-01-18,256.74,1473.69
227,149,1146,27,2,0.26,2021-12-20,18.05,26.71
228,99,1474,13,2,0.3,2022-11-03,28.79,40.31
229,134,727,47,7,0.12,2023-11-05,122.57,755.03
230,160,1832,8,9,0.12,2022-07-21,387.3,3067.42
231,170,1822,48,3,0.22,2023-05-12,123.87,289.86
232,190,1817,43,3,0.19,2023-08-17,373.99,908.8
233,160,92,23,8,0.0,2021-01-13,387.3,3098.4
234,99,1970,13,2,0.2,2022-06-25,28.79,46.06
235,86,2385,7,9,0.22,2023-09-06,231.35,1624.08
236,167,513,50,7,0.3,2021-02-22,475.01,2327.55
237,64,603,40,8,0.18,2021-02-19,361.87,2373.87
238,118,428,2,9,0.21,2021-11-20,340.0,2417.4
239,158,2020,3,3,0.24,2021-06-28,439.72,1002.56
240,191,1457,42,6,0.03,2023-09-10,145.47,846.64
241,114,7,39,8,0.22,2023-08-05,341.52,2131.08
242,159,2168,23,1,0.16,2022-04-13,61.21,51.42
243,87,2435,7,6,0.03,2024-12-29,272.61,1586.59
244,40,1374,4,3,0.2,2024-11-20,37.12,89.09
245,161,641,8,8,0.07,2023-12-02,278.19,2069.73
246,191,1122,32,9,0.16,2022-01-13,145.47,1099.75
247,25,1067,19,5,0.08,2023-03-10,297.69,1369.37
248,164,2231,12,2,0.03,2022-09-19,178.54,346.37
249,152,2745,10,7,0.08,2022-02-13,419.97,2704.61
250,95,565,14,6,0.13,2020-02-04,380.13,1984.28
251,186,1697,27,6,0.15,2020-10-01,284.16,1449.22
252,167,446,44,1,0.04,2021-09-01,475.01,456.01
253,46,1931,21,1,0.1,2021-11-04,382.0,343.8
254,138,200,20,6,0.26,2022-07-10,459.96,2042.22
255,32,2996,4,6,0.27,2022-08-23,84.8,371.42
256,97,513,19,4,0.16,2024-05-07,239.72,805.46
257,164,990,29,8,0.15,2020-06-30,178.54,1214.07
258,156,2261,7,9,0.17,2024-10-19,192.04,1434.54
259,144,1402,33,6,0.06,2024-06-22,133.68,753.96
260,16,1813,8,8,0.3,2020-07-09,200.6,1123.36
261,18,546,11,8,0.22,2024-10-20,272.15,1698.22
262,136,2534,33,2,0.07,2023-07-13,402.04,747.79
263,75,2010,25,4,0.08,2022-09-16,287.18,1056.82
264,198,1806,33,1,0.19,2021-04-26,465.04,376.68
265,1,2216,36,1,0.1,2021-09-06,95.8,86.22
266,190,890,26,6,0.11,2022-07-17,373.99,1997.11
267,125,931,36,7,0.23,2021-04-01,55.06,296.77
268,38,828,11,5,0.08,2021-03-18,114.94,528.72
269,45,2185,30,8,0.21,2023-09-06,492.9,3115.13
270,186,2163,33,9,0.28,2021-09-30,284.16,1841.36
271,81,1276,10,4,0.04,2024-08-23,172.31,661.67
272,129,1517,29,1,0.04,2022-06-05,377.92,362.8
273,32,1313,25,6,0.28,2020-03-11,84.8,366.34
274,136,1073,32,1,0.06,2020-07-07,402.04,377.92
275,118,516,4,2,0.01,2022-06-30,340.0,673.2
276,40,1915,39,4,0.26,2022-01-03,37.12,109.88
277,184,688,34,4,0.08,2020-07-28,434.27,1598.11
278,191,1020,22,6,0.09,2020-07-10,145.47,794.27
279,74,1296,13,8,0.07,2020-07-06,280.62,2087.81
280,111,1050,36,3,0.28,2022-09-10,402.72,869.88
281,103,1094,6,6,0.23,2023-02-12,288.82,1334.35
282,103,2341,17,3,0.18,2024-03-29,288.82,710.5
283,74,1258,26,2,0.14,2021-03-05,280.62,482.67
284,164,2279,24,4,0.04,2021-04-30,178.54,685.59
285,114,2986,9,4,0.28,2023-05-19,341.52,983.58
286,123,1610,2,2,0.22,2022-06-20,369.83,576.93
287,57,1145,20,3,0.08,2024-05-23,351.68,970.64
288,74,518,27,9,0.28,2020-09-23,280.62,1818.42
289,83,706,6,9,0.28,2020-07-17,491.01,3181.74
290,173,2425,50,7,0.2,2023-03-07,302.96,1696.58
291,79,1935,27,2,0.3,2024-08-08,45.39,63.55
292,130,2485,24,5,0.06,2022-10-10,192.1,902.87
293,93,2901,15,8,0.22,2020-07-25,320.94,2002.67
294,196,1746,48,1,0.05,2021-09-26,448.82,426.38
295,50,1669,33,1,0.21,2020-07-21,258.49,204.21
296,29,970,42,6,0.28,2021-08-16,104.85,452.95
297,81,2547,10,7,0.16,2024-10-22,172.31,1013.18
298,10,1198,21,7,0.23,2022-11-19,482.99,2603.32
299,155,1687,6,3,0.04,2023-08-23,294.65,848.59
300,117,2648,30,4,0.19,2021-01-31,453.16,1468.24
301,143,1533,23,9,0.02,2020-03-30,118.55,1045.61
302,60,778,36,4,0.01,2023-11-27,9.55,37.82
303,159,1334,46,5,0.19,2024-12-07,61.21,247.9
304,149,2118,49,6,0.17,2021-08-03,18.05,89.89
305,60,2253,3,7,0.1,2021-06-20,9.55,60.17
306,58,2389,26,5,0.15,2024-06-16,391.04,1661.92
307,169,118,34,7,0.21,2023-07-25,312.3,1727.02
308,174,2937,30,2,0.19,2020-06-21,175.82,284.83
309,45,15,18,7,0.02,2023-05-25,492.9,3381.29
310,124,1346,17,5,0.2,2023-12-10,484.48,1937.92
311,26,2042,45,5,0.2,2024-08-25,194.55,778.2
312,102,2043,42,6,0.2,2021-11-22,472.4,2267.52
313,51,911,21,9,0.25,2022-12-14,347.01,2342.32
314,164,2675,24,4,0.17,2020-07-10,178.54,592.75
315,52,1556,4,5,0.28,2022-09-03,339.47,1222.09
316,51,690,49,5,0.29,2021-08-24,347.01,1231.89
317,131,774,48,3,0.23,2024-07-24,168.48,389.19
318,14,1615,25,3,0.11,2020-02-05,215.45,575.25
319,177,1535,24,1,0.04,2024-05-14,24.46,23.48
320,1,2961,46,4,0.25,2020-04-29,95.8,287.4
321,185,120,27,9,0.04,2021-04-25,56.91,491.7
322,145,2074,31,2,0.04,2023-12-09,158.22,303.78
323,178,1737,47,4,0.28,2020-09-19,45.47,130.95
324,14,64,35,9,0.17,2024-06-07,215.45,1609.41
325,187,460,20,9,0.09,2023-06-15,64.28,526.45
326,81,1750,16,8,0.29,2023-10-18,172.31,978.72
327,3,2362,31,2,0.21,2021-08-17,302.55,478.03
328,98,2853,7,3,0.16,2020-10-27,176.42,444.58
329,40,1614,18,6,0.1,2022-11-29,37.12,200.45
330,89,2784,8,2,0.2,2023-09-10,202.42,323.87
331,125,2937,27,3,0.22,2022-06-04,55.06,128.84
332,194,1564,14,1,0.21,2022-03-10,97.35,76.91
333,162,982,18,4,0.06,2022-01-23,297.03,1116.83
334,95,2627,1,6,0.21,2021-03-05,380.13,1801.82
335,9,1150,31,1,0.17,2023-06-13,341.75,283.65
336,94,972,20,1,0.26,2022-08-08,366.37,271.11
337,84,2909,6,8,0.19,2021-10-09,128.87,835.08
338,21,707,45,7,0.04,2021-09-02,408.65,2746.13
339,25,1710,1,7,0.1,2024-07-27,297.69,1875.45
340,102,1367,19,7,0.22,2024-05-17,472.4,2579.3
341,122,1847,39,5,0.22,2020-02-13,487.25,1900.28
342,172,395,27,4,0.07,2024-02-29,448.91,1669.95
343,25,484,16,7,0.11,2020-07-14,297.69,1854.61
344,137,666,14,3,0.0,2023-06-29,164.73,494.19
345,103,456,34,9,0.1,2022-03-12,288.82,2339.44
346,190,210,7,2,0.01,2024-03-16,373.99,740.5
347,154,525,20,1,0.26,2024-06-15,269.5,199.43
348,57,676,31,8,0.2,2020-04-24,351.68,2250.75
349,37,1002,22,6,0.29,2020-08-06,8.44,35.95
350,16,896,20,4,0.27,2022-10-06,200.6,585.75
351,37,1004,15,9,0.18,2020-07-31,8.44,62.29
352,76,1600,25,5,0.15,2020-08-04,261.57,1111.67
353,152,2355,46,1,0.27,2020-08-03,419.97,306.58
354,26,60,1,1,0.09,2021-06-23,194.55,177.04
355,20,386,17,7,0.07,2024-09-25,493.51,3212.75
356,137,2104,16,1,0.12,2020-11-22,164.73,144.96
357,103,2216,37,6,0.02,2023-09-16,288.82,1698.26
358,29,1436,21,7,0.09,2024-06-17,104.85,667.89
359,31,2765,27,5,0.03,2021-09-11,379.0,1838.15
360,19,2913,35,3,0.02,2024-10-12,74.76,219.79
361,148,1795,24,3,0.17,2022-02-12,466.7,1162.08
362,27,2530,2,2,0.21,2023-04-26,362.26,572.37
363,94,1943,46,1,0.16,2024-08-31,366.37,307.75
364,85,1591,25,8,0.02,2020-03-20,263.51,2065.92
365,44,2388,19,9,0.12,2024-06-06,123.58,978.75
366,163,796,45,2,0.03,2023-12-04,321.48,623.67
367,113,892,13,4,0.2,2020-05-22,209.25,669.6
368,199,2824,29,3,0.25,2022-11-23,420.1,945.23
369,150,1283,32,4,0.04,2024-03-29,493.7,1895.81
370,74,601,6,4,0.02,2022-01-23,280.62,1100.03
371,87,2485,9,8,0.12,2024-01-16,272.61,1919.17
372,143,1246,1,3,0.09,2024-06-25,118.55,323.64
373,94,1437,24,3,0.08,2020-04-25,366.37,1011.18
374,98,1374,10,6,0.06,2022-02-18,176.42,995.01
375,141,1083,35,3,0.1,2022-11-26,144.08,389.02
376,132,152,6,5,0.29,2024-03-05,205.58,729.81
377,56,934,48,4,0.26,2022-01-07,441.9,1308.02
378,151,2588,20,4,0.18,2023-12-10,193.54,634.81
379,97,2273,38,2,0.24,2023-03-06,239.72,364.37
380,98,1342,12,9,0.0,2021-09-25,176.42,1587.78
381,34,2611,3,5,0.03,2020-02-06,442.22,2144.77
382,100,558,18,5,0.09,2021-10-01,134.14,610.34
383,145,1498,21,7,0.19,2022-06-23,158.22,897.11
384,156,1870,35,3,0.27,2024-03-04,192.04,420.57
385,14,618,37,6,0.07,2022-12-23,215.45,1202.21
386,162,1820,19,1,0.04,2023-07-11,297.03,285.15
387,112,24,25,5,0.25,2021-10-13,376.55,1412.06
388,75,1543,18,5,0.12,2021-06-11,287.18,1263.59
389,185,2416,40,9,0.21,2024-06-28,56.91,404.63
390,97,2020,30,5,0.16,2021-01-21,239.72,1006.82
391,121,999,42,8,0.05,2021-10-09,391.74,2977.22
392,55,2383,42,3,0.21,2021-01-29,498.15,1180.62
393,194,1457,34,6,0.13,2020-03-22,97.35,508.17
394,117,3,10,2,0.09,2021-08-08,453.16,824.75
395,93,1008,22,9,0.27,2021-04-25,320.94,2108.58
396,37,1282,50,6,0.0,2022-06-29,8.44,50.64
397,196,263,4,5,0.12,2021-06-18,448.82,1974.81
398,26,121,3,9,0.09,2024-11-04,194.55,1593.36
399,189,1744,49,1,0.02,2022-11-01,48.03,47.07
400,67,21,49,3,0.02,2021-05-15,253.81,746.2
401,84,905,28,2,0.05,2023-05-28,128.87,244.85
402,180,140,22,9,0.15,2022-01-28,96.34,737.0
403,18,1816,12,6,0.08,2022-01-24,272.15,1502.27
404,181,1313,49,6,0.25,2024-07-24,267.98,1205.91
405,191,206,13,5,0.07,2020-11-12,145.47,676.44
406,181,43,41,4,0.22,2022-08-18,267.98,836.1
407,27,2898,33,4,0.06,2021-06-30,362.26,1362.1
408,31,1029,47,2,0.01,2020-05-08,379.0,750.42
409,106,2255,19,7,0.08,2020-08-09,111.22,716.26
410,129,2683,41,6,0.25,2021-01-12,377.92,1700.64
411,6,1863,17,3,0.02,2021-09-20,149.16,438.53
412,11,345,47,7,0.1,2023-05-10,53.35,336.1
413,162,1166,34,9,0.0,2021-09-14,297.03,2673.27
414,191,2420,4,1,0.19,2024-11-25,145.47,117.83
415,181,2595,39,8,0.28,2020-08-20,267.98,1543.56
416,18,1388,8,2,0.12,2024-12-10,272.15,478.98
417,21,984,33,1,0.17,2023-06-18,408.65,339.18
418,19,335,1,9,0.14,2021-12-28,74.76,578.64
419,4,2059,5,2,0.29,2023-09-25,362.39,514.59
420,77,2123,32,7,0.22,2021-08-18,72.63,396.56
421,116,1324,40,7,0.01,2022-03-11,163.42,1132.5
422,157,2995,1,1,0.03,2021-04-04,129.46,125.58
423,25,2961,35,1,0.14,2021-09-23,297.69,256.01
424,184,2758,22,7,0.19,2022-06-03,434.27,2462.31
425,77,2901,29,6,0.09,2023-04-17,72.63,396.56
426,191,776,17,4,0.2,2020-11-20,145.47,465.5
427,155,886,30,3,0.17,2023-01-15,294.65,733.68
428,188,2036,35,5,0.13,2024-03-31,341.16,1484.05
429,49,736,1,5,0.17,2022-03-19,297.49,1234.58
430,65,2682,4,3,0.27,2020-12-31,187.02,409.57
431,166,1052,9,6,0.07,2020-03-31,201.29,1123.2
432,83,1487,45,3,0.24,2020-01-14,491.01,1119.5
433,180,396,32,4,0.0,2020-01-29,96.34,385.36
434,1,683,5,3,0.03,2021-10-15,95.8,278.78
435,168,2002,14,6,0.28,2020-12-16,385.61,1665.84
436,81,2469,26,9,0.21,2020-05-14,172.31,1225.12
437,21,364,23,3,0.19,2021-03-03,408.65,993.02
438,86,1855,46,1,0.1,2024-12-05,231.35,208.22
439,15,1782,22,7,0.06,2023-09-19,20.5,134.89
440,50,93,27,5,0.11,2024-01-07,258.49,1150.28
441,48,1599,25,4,0.18,2021-07-18,163.79,537.23
442,160,266,36,3,0.19,2021-04-26,387.3,941.14
443,49,2254,4,7,0.05,2020-11-25,297.49,1978.31
444,196,2085,32,2,0.13,2021-07-12,448.82,780.95
445,108,1035,9,4,0.17,2023-11-24,423.21,1405.06
446,45,1114,2,2,0.29,2020-02-16,492.9,699.92
447,32,744,42,8,0.16,2022-02-06,84.8,569.86
448,132,2067,50,3,0.17,2021-02-24,205.58,511.89
449,193,374,39,5,0.23,2022-03-01,122.43,471.36
450,97,1810,46,4,0.13,2020-06-07,239.72,834.23
451,199,94,25,5,0.12,2021-05-26,420.1,1848.44
452,193,32,47,4,0.18,2023-08-30,122.43,401.57
453,80,140,10,8,0.23,2022-06-16,101.17,623.21
454,146,1594,37,6,0.19,2020-12-07,70.93,344.72
455,54,2781,25,1,0.06,2023-11-05,491.17,461.7
456,127,2802,40,5,0.12,2022-02-10,259.1,1140.04
457,175,1243,29,1,0.15,2020-04-06,64.71,55.0
458,134,1565,37,3,0.16,2022-10-18,122.57,308.88
459,66,1583,5,6,0.1,2023-03-19,446.56,2411.42
460,137,1932,14,9,0.16,2021-11-27,164.73,1245.36
461,196,58,33,3,0.2,2020-01-31,448.82,1077.17
462,109,1299,27,4,0.14,2024-10-05,144.52,497.15
